Generating SQLite file ./evalstall-exectime-phantom.sqlite from ./evalstall-exectime-phantom.nsys-rep
Processing [./evalstall-exectime-phantom.sqlite] with [/opt/nvidia/nsight-systems-cli/2024.7.1/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.3,122368,24,5098.7,5088.0,4928,5376,133.3,"inplace_inwt_radix8_phase2_include_special_mod(unsigned long *, const unsigned long *, const unsigned long *, const unsigned long *, const unsigned long *, const DModulus *, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.3,110752,7,15821.7,15808.0,15616,16192,188.3,"add_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned long, unsigned long)"
0.3,102656,14,7332.6,7232.0,6944,7936,356.3,"moddown_kernel(unsigned long *, const unsigned long *, const unsigned long *, const DModulus *, const unsigned long *, const unsigned long *, unsigned long, unsigned long)"
0.3,92736,28,3312.0,3072.0,3008,4096,439.9,"inplace_special_ifft_iter_kernel(double2 *, const double2 *, const unsigned int *, unsigned int, unsigned int, unsigned int, int, unsigned int, double)"
0.2,86848,5,17369.6,14464.0,14240,29312,6677.0,"inplace_inwt_radix8_phase1(unsigned long *, const unsigned long *, const unsigned long *, const DModulus *, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.2,64032,20,3201.6,3168.0,3136,3456,111.6,"inplace_special_ffft_iter_kernel(double2 *, const double2 *, const unsigned int *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)"
0.2,59616,10,5961.6,5968.0,5792,6112,124.4,"moddown_bconv_single_p_kernel(unsigned long *, const unsigned long *, unsigned long, const DModulus *, unsigned long)"
0.1,53312,7,7616.0,7584.0,7520,7744,86.7,"decompose_array_uint64_kernel(unsigned long *, const double2 *, const DModulus *, unsigned int)"
0.1,21792,12,1816.0,1824.0,1792,1824,14.5,"bit_reverse_kernel(double2 *, double2 *, unsigned long, unsigned int)"
0.1,19840,14,1417.1,1408.0,1344,1472,49.3,"bconv_mult_unroll2_kernel(unsigned long *, const unsigned long *, const unsigned long *, const unsigned long *, const DModulus *, unsigned long, unsigned long)"
0.0,8224,1,8224.0,8224.0,8224,8224,0.0,"multiply_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned long, unsigned long)"
0.0,6816,1,6816.0,6816.0,6816,6816,0.0,"phantom::util::apply_galois_ntt_permutation(unsigned long *, const unsigned long *, const unsigned int *, unsigned long, unsigned long)"

